"","X","lagoslakeid","year","total_obs","count_oligotrophic","count_mesotrophic","count_eutrophic","Trophic_State","value","lake_namelagos","lake_centroidstate","lake_lat_decdeg","lake_lon_decdeg","trend"
"5225",5225,326233,1997,4,1,1,2,"Mesotrophic",25,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5226",5226,326233,1997,4,1,1,2,"Eutrophic",50,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5227",5227,326233,1998,6,0,1,5,"Oligotrophic",0,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5228",5228,326233,1998,6,0,1,5,"Mesotrophic",16.6666666666667,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5229",5229,326233,1998,6,0,1,5,"Eutrophic",83.3333333333333,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5230",5230,326233,1999,9,1,1,7,"Oligotrophic",11.1111111111111,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5231",5231,326233,1999,9,1,1,7,"Mesotrophic",11.1111111111111,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5232",5232,326233,1999,9,1,1,7,"Eutrophic",77.7777777777778,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5233",5233,326233,2000,10,2,1,7,"Oligotrophic",20,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5234",5234,326233,2000,10,2,1,7,"Mesotrophic",10,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5235",5235,326233,2000,10,2,1,7,"Eutrophic",70,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5236",5236,326233,2001,13,5,0,8,"Oligotrophic",38.4615384615385,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5237",5237,326233,2001,13,5,0,8,"Mesotrophic",0,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5238",5238,326233,2001,13,5,0,8,"Eutrophic",61.5384615384615,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5239",5239,326233,2002,7,1,0,6,"Oligotrophic",14.2857142857143,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5240",5240,326233,2002,7,1,0,6,"Mesotrophic",0,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5241",5241,326233,2002,7,1,0,6,"Eutrophic",85.7142857142857,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5242",5242,326233,2003,7,2,2,3,"Oligotrophic",28.5714285714286,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5243",5243,326233,2003,7,2,2,3,"Mesotrophic",28.5714285714286,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5244",5244,326233,2003,7,2,2,3,"Eutrophic",42.8571428571429,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5245",5245,326233,2004,9,4,1,4,"Oligotrophic",44.4444444444444,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5246",5246,326233,2004,9,4,1,4,"Mesotrophic",11.1111111111111,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5247",5247,326233,2004,9,4,1,4,"Eutrophic",44.4444444444444,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5248",5248,326233,2005,8,2,3,3,"Oligotrophic",25,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5249",5249,326233,2005,8,2,3,3,"Mesotrophic",37.5,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5250",5250,326233,2005,8,2,3,3,"Eutrophic",37.5,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5251",5251,326233,2006,13,1,1,11,"Oligotrophic",7.69230769230769,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5252",5252,326233,2006,13,1,1,11,"Mesotrophic",7.69230769230769,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5253",5253,326233,2006,13,1,1,11,"Eutrophic",84.6153846153846,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5254",5254,326233,2007,11,1,1,9,"Oligotrophic",9.09090909090909,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5255",5255,326233,2007,11,1,1,9,"Mesotrophic",9.09090909090909,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5256",5256,326233,2007,11,1,1,9,"Eutrophic",81.8181818181818,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5257",5257,326233,2008,7,0,1,6,"Oligotrophic",0,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5258",5258,326233,2008,7,0,1,6,"Mesotrophic",14.2857142857143,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5259",5259,326233,2008,7,0,1,6,"Eutrophic",85.7142857142857,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5260",5260,326233,2009,10,1,0,9,"Oligotrophic",10,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5261",5261,326233,2009,10,1,0,9,"Mesotrophic",0,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5262",5262,326233,2009,10,1,0,9,"Eutrophic",90,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5263",5263,326233,2010,10,0,0,10,"Oligotrophic",0,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5264",5264,326233,2010,10,0,0,10,"Mesotrophic",0,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5265",5265,326233,2010,10,0,0,10,"Eutrophic",100,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5266",5266,326233,2011,10,2,0,8,"Oligotrophic",20,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5267",5267,326233,2011,10,2,0,8,"Mesotrophic",0,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5268",5268,326233,2011,10,2,0,8,"Eutrophic",80,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5269",5269,326233,2012,7,0,0,7,"Oligotrophic",0,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5270",5270,326233,2012,7,0,0,7,"Mesotrophic",0,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5271",5271,326233,2012,7,0,0,7,"Eutrophic",100,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5272",5272,326233,2013,8,1,1,6,"Oligotrophic",12.5,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5273",5273,326233,2013,8,1,1,6,"Mesotrophic",12.5,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5274",5274,326233,2013,8,1,1,6,"Eutrophic",75,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5275",5275,326233,2014,12,0,0,12,"Oligotrophic",0,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5276",5276,326233,2014,12,0,0,12,"Mesotrophic",0,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5277",5277,326233,2014,12,0,0,12,"Eutrophic",100,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5278",5278,326233,2015,8,1,0,7,"Oligotrophic",12.5,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5279",5279,326233,2015,8,1,0,7,"Mesotrophic",0,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5280",5280,326233,2015,8,1,0,7,"Eutrophic",87.5,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5281",5281,326233,2016,11,3,1,7,"Oligotrophic",27.2727272727273,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5282",5282,326233,2016,11,3,1,7,"Mesotrophic",9.09090909090909,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5283",5283,326233,2016,11,3,1,7,"Eutrophic",63.6363636363636,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5284",5284,326233,2017,9,0,1,8,"Oligotrophic",0,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5285",5285,326233,2017,9,0,1,8,"Mesotrophic",11.1111111111111,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5286",5286,326233,2017,9,0,1,8,"Eutrophic",88.8888888888889,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5287",5287,326233,2018,11,0,1,10,"Oligotrophic",0,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5288",5288,326233,2018,11,0,1,10,"Mesotrophic",9.09090909090909,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5289",5289,326233,2018,11,0,1,10,"Eutrophic",90.9090909090909,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5290",5290,326233,2019,8,2,0,6,"Oligotrophic",25,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5291",5291,326233,2019,8,2,0,6,"Mesotrophic",0,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5292",5292,326233,2019,8,2,0,6,"Eutrophic",75,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5293",5293,326233,2020,1,1,0,0,"Oligotrophic",100,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5294",5294,326233,2020,1,1,0,0,"Mesotrophic",0,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5295",5295,326233,2020,1,1,0,0,"Eutrophic",0,"Cody Municipal Reservoir; Beck Lake","WY",44.51172,-109.04648,"trending eutrophic"
"5296",5296,326239,1985,3,2,1,0,"Oligotrophic",66.6666666666667,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5297",5297,326239,1985,3,2,1,0,"Mesotrophic",33.3333333333333,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5298",5298,326239,1985,3,2,1,0,"Eutrophic",0,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5299",5299,326239,1986,3,2,1,0,"Oligotrophic",66.6666666666667,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5300",5300,326239,1986,3,2,1,0,"Mesotrophic",33.3333333333333,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5301",5301,326239,1986,3,2,1,0,"Eutrophic",0,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5302",5302,326239,1987,2,2,0,0,"Oligotrophic",100,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5303",5303,326239,1987,2,2,0,0,"Mesotrophic",0,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5304",5304,326239,1987,2,2,0,0,"Eutrophic",0,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5305",5305,326239,1988,6,4,2,0,"Oligotrophic",66.6666666666667,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5306",5306,326239,1988,6,4,2,0,"Mesotrophic",33.3333333333333,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5307",5307,326239,1988,6,4,2,0,"Eutrophic",0,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5308",5308,326239,1989,5,2,3,0,"Oligotrophic",40,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5309",5309,326239,1989,5,2,3,0,"Mesotrophic",60,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5310",5310,326239,1989,5,2,3,0,"Eutrophic",0,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5311",5311,326239,1990,4,1,3,0,"Oligotrophic",25,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5312",5312,326239,1990,4,1,3,0,"Mesotrophic",75,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5313",5313,326239,1990,4,1,3,0,"Eutrophic",0,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5314",5314,326239,1991,5,4,1,0,"Oligotrophic",80,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5315",5315,326239,1991,5,4,1,0,"Mesotrophic",20,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5316",5316,326239,1991,5,4,1,0,"Eutrophic",0,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5317",5317,326239,1992,4,4,0,0,"Oligotrophic",100,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5318",5318,326239,1992,4,4,0,0,"Mesotrophic",0,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5319",5319,326239,1992,4,4,0,0,"Eutrophic",0,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5320",5320,326239,1993,3,3,0,0,"Oligotrophic",100,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5321",5321,326239,1993,3,3,0,0,"Mesotrophic",0,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5322",5322,326239,1993,3,3,0,0,"Eutrophic",0,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5323",5323,326239,1994,7,3,4,0,"Oligotrophic",42.8571428571429,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5324",5324,326239,1994,7,3,4,0,"Mesotrophic",57.1428571428571,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5325",5325,326239,1994,7,3,4,0,"Eutrophic",0,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5326",5326,326239,1995,3,2,1,0,"Oligotrophic",66.6666666666667,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5327",5327,326239,1995,3,2,1,0,"Mesotrophic",33.3333333333333,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5328",5328,326239,1995,3,2,1,0,"Eutrophic",0,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5329",5329,326239,1996,4,4,0,0,"Oligotrophic",100,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5330",5330,326239,1996,4,4,0,0,"Mesotrophic",0,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5331",5331,326239,1996,4,4,0,0,"Eutrophic",0,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5332",5332,326239,1997,3,2,1,0,"Oligotrophic",66.6666666666667,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5333",5333,326239,1997,3,2,1,0,"Mesotrophic",33.3333333333333,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5334",5334,326239,1997,3,2,1,0,"Eutrophic",0,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5335",5335,326239,1998,2,0,2,0,"Oligotrophic",0,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5336",5336,326239,1998,2,0,2,0,"Mesotrophic",100,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5337",5337,326239,1998,2,0,2,0,"Eutrophic",0,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5338",5338,326239,1999,7,4,3,0,"Oligotrophic",57.1428571428571,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5339",5339,326239,1999,7,4,3,0,"Mesotrophic",42.8571428571429,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5340",5340,326239,1999,7,4,3,0,"Eutrophic",0,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5341",5341,326239,2000,11,10,1,0,"Oligotrophic",90.9090909090909,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5342",5342,326239,2000,11,10,1,0,"Mesotrophic",9.09090909090909,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5343",5343,326239,2000,11,10,1,0,"Eutrophic",0,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5344",5344,326239,2001,15,8,7,0,"Oligotrophic",53.3333333333333,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5345",5345,326239,2001,15,8,7,0,"Mesotrophic",46.6666666666667,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5346",5346,326239,2001,15,8,7,0,"Eutrophic",0,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5347",5347,326239,2002,9,8,1,0,"Oligotrophic",88.8888888888889,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5348",5348,326239,2002,9,8,1,0,"Mesotrophic",11.1111111111111,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5349",5349,326239,2002,9,8,1,0,"Eutrophic",0,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5350",5350,326239,2003,5,3,2,0,"Oligotrophic",60,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5351",5351,326239,2003,5,3,2,0,"Mesotrophic",40,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5352",5352,326239,2003,5,3,2,0,"Eutrophic",0,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5353",5353,326239,2004,6,2,4,0,"Oligotrophic",33.3333333333333,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5354",5354,326239,2004,6,2,4,0,"Mesotrophic",66.6666666666667,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5355",5355,326239,2004,6,2,4,0,"Eutrophic",0,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5356",5356,326239,2005,8,4,4,0,"Oligotrophic",50,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5357",5357,326239,2005,8,4,4,0,"Mesotrophic",50,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5358",5358,326239,2005,8,4,4,0,"Eutrophic",0,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5359",5359,326239,2006,9,8,1,0,"Oligotrophic",88.8888888888889,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5360",5360,326239,2006,9,8,1,0,"Mesotrophic",11.1111111111111,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5361",5361,326239,2006,9,8,1,0,"Eutrophic",0,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5362",5362,326239,2007,9,7,2,0,"Oligotrophic",77.7777777777778,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5363",5363,326239,2007,9,7,2,0,"Mesotrophic",22.2222222222222,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5364",5364,326239,2007,9,7,2,0,"Eutrophic",0,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5365",5365,326239,2008,6,3,3,0,"Oligotrophic",50,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5366",5366,326239,2008,6,3,3,0,"Mesotrophic",50,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5367",5367,326239,2008,6,3,3,0,"Eutrophic",0,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5368",5368,326239,2009,12,9,3,0,"Oligotrophic",75,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5369",5369,326239,2009,12,9,3,0,"Mesotrophic",25,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5370",5370,326239,2009,12,9,3,0,"Eutrophic",0,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5371",5371,326239,2010,10,8,2,0,"Oligotrophic",80,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5372",5372,326239,2010,10,8,2,0,"Mesotrophic",20,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5373",5373,326239,2010,10,8,2,0,"Eutrophic",0,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5374",5374,326239,2011,9,7,2,0,"Oligotrophic",77.7777777777778,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5375",5375,326239,2011,9,7,2,0,"Mesotrophic",22.2222222222222,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5376",5376,326239,2011,9,7,2,0,"Eutrophic",0,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5377",5377,326239,2012,5,4,1,0,"Oligotrophic",80,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5378",5378,326239,2012,5,4,1,0,"Mesotrophic",20,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5379",5379,326239,2012,5,4,1,0,"Eutrophic",0,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5380",5380,326239,2013,6,2,4,0,"Oligotrophic",33.3333333333333,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5381",5381,326239,2013,6,2,4,0,"Mesotrophic",66.6666666666667,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5382",5382,326239,2013,6,2,4,0,"Eutrophic",0,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5383",5383,326239,2014,11,7,4,0,"Oligotrophic",63.6363636363636,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5384",5384,326239,2014,11,7,4,0,"Mesotrophic",36.3636363636364,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5385",5385,326239,2014,11,7,4,0,"Eutrophic",0,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5386",5386,326239,2015,10,8,2,0,"Oligotrophic",80,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5387",5387,326239,2015,10,8,2,0,"Mesotrophic",20,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5388",5388,326239,2015,10,8,2,0,"Eutrophic",0,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5389",5389,326239,2016,12,11,1,0,"Oligotrophic",91.6666666666667,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5390",5390,326239,2016,12,11,1,0,"Mesotrophic",8.33333333333333,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5391",5391,326239,2016,12,11,1,0,"Eutrophic",0,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5392",5392,326239,2017,6,5,1,0,"Oligotrophic",83.3333333333333,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5393",5393,326239,2017,6,5,1,0,"Mesotrophic",16.6666666666667,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5394",5394,326239,2017,6,5,1,0,"Eutrophic",0,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5395",5395,326239,2018,14,10,4,0,"Oligotrophic",71.4285714285714,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5396",5396,326239,2018,14,10,4,0,"Mesotrophic",28.5714285714286,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5397",5397,326239,2018,14,10,4,0,"Eutrophic",0,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5398",5398,326239,2019,7,6,1,0,"Oligotrophic",85.7142857142857,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5399",5399,326239,2019,7,6,1,0,"Mesotrophic",14.2857142857143,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5400",5400,326239,2019,7,6,1,0,"Eutrophic",0,"Leg Lake","WY",42.65017,-108.97702,"no trend"
"5401",5401,326243,1984,2,1,1,0,"Oligotrophic",50,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5402",5402,326243,1984,2,1,1,0,"Mesotrophic",50,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5403",5403,326243,1984,2,1,1,0,"Eutrophic",0,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5404",5404,326243,1985,3,3,0,0,"Oligotrophic",100,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5405",5405,326243,1985,3,3,0,0,"Mesotrophic",0,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5406",5406,326243,1985,3,3,0,0,"Eutrophic",0,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5407",5407,326243,1986,8,5,3,0,"Oligotrophic",62.5,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5408",5408,326243,1986,8,5,3,0,"Mesotrophic",37.5,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5409",5409,326243,1986,8,5,3,0,"Eutrophic",0,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5410",5410,326243,1987,9,8,1,0,"Oligotrophic",88.8888888888889,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5411",5411,326243,1987,9,8,1,0,"Mesotrophic",11.1111111111111,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5412",5412,326243,1987,9,8,1,0,"Eutrophic",0,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5413",5413,326243,1988,9,5,4,0,"Oligotrophic",55.5555555555556,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5414",5414,326243,1988,9,5,4,0,"Mesotrophic",44.4444444444444,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5415",5415,326243,1988,9,5,4,0,"Eutrophic",0,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5416",5416,326243,1989,10,7,3,0,"Oligotrophic",70,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5417",5417,326243,1989,10,7,3,0,"Mesotrophic",30,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5418",5418,326243,1989,10,7,3,0,"Eutrophic",0,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5419",5419,326243,1990,3,1,2,0,"Oligotrophic",33.3333333333333,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5420",5420,326243,1990,3,1,2,0,"Mesotrophic",66.6666666666667,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5421",5421,326243,1990,3,1,2,0,"Eutrophic",0,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5422",5422,326243,1991,8,6,2,0,"Oligotrophic",75,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5423",5423,326243,1991,8,6,2,0,"Mesotrophic",25,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5424",5424,326243,1991,8,6,2,0,"Eutrophic",0,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
